id;description;neighbourhood;apart_type_id;price;minimum_nights
42505908;Perfect apartments next to Cármenes.;Cármenes;1;26;4
42506000;Perfect apartments next to Cármenes.;Cármenes;1;26;4
42506046;Perfect apartments next to Cármenes.;Cármenes;1;26;4
42506183;Perfect apartments next to Universidad.;Universidad;1;35;4
42506265;Perfect apartments next to Universidad.;Universidad;1;36;4
42506362;Perfect apartments next to Universidad.;Universidad;1;149;4
42506473;Perfect apartments next to Universidad.;Universidad;1;149;4
42506556;Perfect apartments next to Universidad.;Universidad;1;149;4
42506624;Perfect apartments next to Universidad.;Universidad;1;149;4
42506742;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;149;4
42506858;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;149;4
42506929;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;160;4
42507038;Perfect apartments next to Cármenes.;Cármenes;1;160;4
42507156;Perfect apartments next to Cármenes.;Cármenes;1;160;4
42507225;Perfect apartments next to Cármenes.;Cármenes;1;160;4
42507274;Perfect apartments next to Cármenes.;Cármenes;1;160;4
42507481;Perfect apartments next to Gaztambide.;Gaztambide;1;35;4
42507610;Perfect apartments next to Gaztambide.;Gaztambide;1;35;4
42507814;Perfect apartments next to Gaztambide.;Gaztambide;1;35;4
42507927;Perfect apartments next to Arapiles.;Arapiles;1;35;4
42508333;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;52;2
42509006;Perfect apartments next to Valverde.;Valverde;1;80;1
42509730;Perfect apartments next to Universidad.;Universidad;1;80;3
42511337;Perfect apartments next to Rios Rosas.;Rios Rosas;1;90;2
42511735;Perfect apartments next to Casco Histórico de Barajas.;Casco Histórico de Barajas;1;180;2
42511991;Perfect apartments next to Ventas.;Ventas;2;50;2
42513514;Perfect apartments next to Universidad.;Universidad;2;30;15
42515162;Perfect apartments next to Universidad.;Universidad;2;59;1
42515675;Perfect apartments next to Recoletos.;Recoletos;1;63;38
42522870;Perfect apartments next to Gaztambide.;Gaztambide;2;50;1
42523910;Perfect apartments next to Prosperidad.;Prosperidad;1;52;3
42523947;Perfect apartments next to Cortes.;Cortes;1;70;1
42523949;Perfect apartments next to Aravaca.;Aravaca;1;49;1
42524016;Perfect apartments next to Palacio.;Palacio;1;43;1
42524503;Perfect apartments next to Sol.;Sol;1;172;3
42526457;Perfect apartments next to Goya.;Goya;1;93;1
42528784;Perfect apartments next to Imperial.;Imperial;1;145;4
42528857;Perfect apartments next to Imperial.;Imperial;1;30;4
42528918;Perfect apartments next to Imperial.;Imperial;1;30;4
42528977;Perfect apartments next to Palacio.;Palacio;1;30;4
42529204;Perfect apartments next to Arapiles.;Arapiles;2;30;4
42529332;Perfect apartments next to Arapiles.;Arapiles;2;30;4
42529378;Perfect apartments next to Gaztambide.;Gaztambide;2;30;4
42529518;Perfect apartments next to Arapiles.;Arapiles;2;30;4
42529558;Perfect apartments next to Ciudad Jardín.;Ciudad Jardín;1;40;1
42529620;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;160;4
42529713;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;160;4
42529785;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;25;4
42529876;Perfect apartments next to Arapiles.;Arapiles;1;38;4
42529993;Perfect apartments next to Almagro.;Almagro;2;42;4
42530126;Perfect apartments next to Trafalgar.;Trafalgar;2;42;4
42530196;Perfect apartments next to Trafalgar.;Trafalgar;2;42;4
42530260;Perfect apartments next to Trafalgar.;Trafalgar;2;42;4
42530443;Perfect apartments next to Universidad.;Universidad;2;32;4
42530684;Perfect apartments next to Arapiles.;Arapiles;2;32;4
42530732;Perfect apartments next to Arapiles.;Arapiles;2;32;4
42530774;Perfect apartments next to Universidad.;Universidad;2;32;4
42530821;Perfect apartments next to Universidad.;Universidad;2;32;4
42530865;Perfect apartments next to Universidad.;Universidad;2;32;4
42530925;Perfect apartments next to Universidad.;Universidad;2;32;4
42530979;Perfect apartments next to Universidad.;Universidad;2;32;4
42531118;Perfect apartments next to Universidad.;Universidad;2;35;4
42531170;Perfect apartments next to Arapiles.;Arapiles;2;35;4
42531270;Perfect apartments next to Universidad.;Universidad;2;32;4
42531392;Perfect apartments next to Universidad.;Universidad;2;32;4
42531457;Perfect apartments next to Universidad.;Universidad;2;32;4
42531496;Perfect apartments next to Universidad.;Universidad;2;32;4
42531554;Perfect apartments next to Universidad.;Universidad;2;32;4
42531585;Perfect apartments next to Rosas.;Rosas;2;20;1
42531625;Perfect apartments next to Universidad.;Universidad;2;32;4
42531675;Perfect apartments next to Universidad.;Universidad;2;32;4
42531738;Perfect apartments next to Universidad.;Universidad;2;32;4
42531777;Perfect apartments next to Universidad.;Universidad;2;32;4
42531821;Perfect apartments next to Universidad.;Universidad;2;32;4
42531931;Perfect apartments next to Vallehermoso.;Vallehermoso;2;40;4
42532040;Perfect apartments next to Vallehermoso.;Vallehermoso;2;160;4
42532163;Perfect apartments next to Gaztambide.;Gaztambide;2;40;4
42532246;Perfect apartments next to Vallehermoso.;Vallehermoso;2;160;4
42532819;Perfect apartments next to Embajadores.;Embajadores;1;50;90
42533195;Perfect apartments next to Embajadores.;Embajadores;1;109;1
42533229;Perfect apartments next to Chopera.;Chopera;1;119;2
42535103;Perfect apartments next to Embajadores.;Embajadores;2;36;1
42535245;Perfect apartments next to Recoletos.;Recoletos;4;0;1
42539206;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;2;51;2
42540842;Perfect apartments next to Adelfas.;Adelfas;2;45;1
42545412;Perfect apartments next to San Juan Bautista.;San Juan Bautista;1;130;2
42546265;Perfect apartments next to Universidad.;Universidad;1;196;1
42546587;Perfect apartments next to Justicia.;Justicia;1;219;1
42548586;Perfect apartments next to Arcos.;Arcos;2;18;3
42552141;Perfect apartments next to Palacio.;Palacio;2;36;6
42552459;Perfect apartments next to Palacio.;Palacio;2;25;122
42555334;Perfect apartments next to Trafalgar.;Trafalgar;1;86;3
42555929;Perfect apartments next to Trafalgar.;Trafalgar;1;55;1
42556062;Perfect apartments next to Valdeacederas.;Valdeacederas;2;35;1
42556643;Perfect apartments next to Rios Rosas.;Rios Rosas;1;39;3
42557174;Perfect apartments next to San Diego.;San Diego;2;40;7
42560520;Perfect apartments next to Valdefuentes.;Valdefuentes;1;59;1
42560586;Perfect apartments next to Aluche.;Aluche;2;22;3
42561577;Perfect apartments next to Numancia.;Numancia;2;21;3
42563729;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;2;37;2
42572309;Perfect apartments next to Vallehermoso.;Vallehermoso;2;160;4
42572379;Perfect apartments next to Vallehermoso.;Vallehermoso;2;40;4
42572451;Perfect apartments next to Ciudad Universitaria.;Ciudad Universitaria;2;45;4
42572504;Perfect apartments next to Vallehermoso.;Vallehermoso;2;40;4
42574376;Perfect apartments next to Valverde.;Valverde;2;20;2
42574662;Perfect apartments next to Justicia.;Justicia;1;80;14
42575095;Perfect apartments next to Buenavista.;Buenavista;2;13;1
42575524;Perfect apartments next to Guindalera.;Guindalera;2;65;1
42576987;Perfect apartments next to Casa de Campo.;Casa de Campo;1;150;30
42578552;Perfect apartments next to Quintana.;Quintana;1;121;1
42579160;Perfect apartments next to Palacio.;Palacio;1;220;3
42580261;Perfect apartments next to Palacio.;Palacio;1;125;3
42580291;Perfect apartments next to Embajadores.;Embajadores;1;33;2
42581130;Perfect apartments next to Sol.;Sol;1;95;3
42581667;Perfect apartments next to Embajadores.;Embajadores;1;100;7
42581718;Perfect apartments next to Embajadores.;Embajadores;1;79;2
42581848;Perfect apartments next to Casa de Campo.;Casa de Campo;2;28;1
42583183;Perfect apartments next to Media Legua.;Media Legua;4;0;1
42583326;Perfect apartments next to Embajadores.;Embajadores;4;0;1
42583872;Perfect apartments next to Fuente del Berro.;Fuente del Berro;1;64;90
42584271;Perfect apartments next to Embajadores.;Embajadores;2;30;2
42585791;Perfect apartments next to San Andrés.;San Andrés;2;20;1
42587518;Perfect apartments next to Numancia.;Numancia;2;25;2
42587960;Perfect apartments next to Embajadores.;Embajadores;1;38;1
42594196;Perfect apartments next to Embajadores.;Embajadores;2;39;1
42595353;Perfect apartments next to Justicia.;Justicia;1;733;1
42595671;Perfect apartments next to Justicia.;Justicia;1;100;1
42596712;Perfect apartments next to Casco Histórico de Vicálvaro.;Casco Histórico de Vicálvaro;2;30;2
42596839;Perfect apartments next to Numancia.;Numancia;2;49;4
42598655;Perfect apartments next to Castilla.;Castilla;1;66;2
42598674;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;230;3
42599782;Perfect apartments next to Peñagrande.;Peñagrande;2;40;10
42601391;Perfect apartments next to Pavones.;Pavones;2;55;1
42601462;Perfect apartments next to Palacio.;Palacio;1;70;4
42602764;Perfect apartments next to Campamento.;Campamento;2;26;1
42602831;Perfect apartments next to Numancia.;Numancia;1;54;1
42602832;Perfect apartments next to Numancia.;Numancia;1;54;1
42602835;Perfect apartments next to Numancia.;Numancia;1;54;1
42602838;Perfect apartments next to Numancia.;Numancia;1;57;1
42602840;Perfect apartments next to Numancia.;Numancia;1;57;1
42602841;Perfect apartments next to Numancia.;Numancia;1;57;1
42603313;Perfect apartments next to Justicia.;Justicia;1;130;3
42604546;Perfect apartments next to Campamento.;Campamento;2;25;2
42605469;Perfect apartments next to Chopera.;Chopera;2;30;3
42607755;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;89;2
42609325;Perfect apartments next to Universidad.;Universidad;1;48;3
42615199;Perfect apartments next to Gaztambide.;Gaztambide;2;35;1
42615541;Perfect apartments next to Lista.;Lista;2;38;3
42617010;Perfect apartments next to Zofío.;Zofío;1;39;3
42617375;Perfect apartments next to Sol.;Sol;1;69;1
42618835;Perfect apartments next to Justicia.;Justicia;1;48;1
42621501;Perfect apartments next to Numancia.;Numancia;2;20;1
42622663;Perfect apartments next to Numancia.;Numancia;2;25;1
42624347;Perfect apartments next to Embajadores.;Embajadores;2;37;1
42625092;Perfect apartments next to Universidad.;Universidad;2;55;1
42625252;Perfect apartments next to Universidad.;Universidad;2;22;1
42626211;Perfect apartments next to Gaztambide.;Gaztambide;2;50;2
42630382;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;136;2
42632566;Perfect apartments next to Legazpi.;Legazpi;1;57;1
42633148;Perfect apartments next to Canillejas.;Canillejas;2;95;1
42633638;Perfect apartments next to Palacio.;Palacio;1;91;2
42633859;Perfect apartments next to Acacias.;Acacias;1;9785;3
42634817;Perfect apartments next to Castilla.;Castilla;1;61;1
42635921;Perfect apartments next to Pacífico.;Pacífico;2;30;1
42636026;Perfect apartments next to Canillejas.;Canillejas;2;74;1
42636152;Perfect apartments next to Berruguete.;Berruguete;2;26;2
42636565;Perfect apartments next to Castellana.;Castellana;1;150;3
42636580;Perfect apartments next to Casco Histórico de Vallecas.;Casco Histórico de Vallecas;2;30;1
42636673;Perfect apartments next to Valverde.;Valverde;2;20;1
42638889;Perfect apartments next to Berruguete.;Berruguete;1;132;1
42639054;Perfect apartments next to Guindalera.;Guindalera;2;31;3
42639470;Perfect apartments next to Embajadores.;Embajadores;2;20;1
42639799;Perfect apartments next to Bellas Vistas.;Bellas Vistas;2;36;3
42639800;Perfect apartments next to Almendrales.;Almendrales;2;18;10
42640850;Perfect apartments next to Ventas.;Ventas;1;100;1
42641826;Perfect apartments next to Buenavista.;Buenavista;2;39;1
42644273;Perfect apartments next to San Andrés.;San Andrés;2;50;2
42644473;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;3;20;3
42649252;Perfect apartments next to Embajadores.;Embajadores;1;156;2
42650377;Perfect apartments next to San Fermín.;San Fermín;2;50;2
42650422;Perfect apartments next to Universidad.;Universidad;2;31;1
42650881;Perfect apartments next to Universidad.;Universidad;1;190;2
42651942;Perfect apartments next to Canillas.;Canillas;1;67;3
42652248;Perfect apartments next to San Fermín.;San Fermín;2;30;2
42654235;Perfect apartments next to Palacio.;Palacio;1;82;2
42654450;Perfect apartments next to Palacio.;Palacio;1;170;2
42654721;Perfect apartments next to Sol.;Sol;1;62;2
42654880;Perfect apartments next to Embajadores.;Embajadores;1;46;3
42655019;Perfect apartments next to Palacio.;Palacio;1;71;2
42655181;Perfect apartments next to Palacio.;Palacio;1;77;2
42655304;Perfect apartments next to Palacio.;Palacio;1;62;2
42658180;Perfect apartments next to Guindalera.;Guindalera;2;28;10
42658210;Perfect apartments next to Abrantes.;Abrantes;3;14;4
42658791;Perfect apartments next to Sol.;Sol;1;150;6
42659696;Perfect apartments next to Universidad.;Universidad;1;8000;3
42661794;Perfect apartments next to Universidad.;Universidad;2;50;1
42662786;Perfect apartments next to Puerta Bonita.;Puerta Bonita;2;35;1
42663176;Perfect apartments next to Castillejos.;Castillejos;2;36;1
42665775;Perfect apartments next to Embajadores.;Embajadores;1;41;1
42669394;Perfect apartments next to Universidad.;Universidad;1;61;1
42675334;Perfect apartments next to Jerónimos.;Jerónimos;1;95;1
42676354;Perfect apartments next to Acacias.;Acacias;1;56;3
42678210;Perfect apartments next to Zofío.;Zofío;1;39;28
42681017;Perfect apartments next to Universidad.;Universidad;3;39;1
42682605;Perfect apartments next to Vista Alegre.;Vista Alegre;2;21;3
42683196;Perfect apartments next to Embajadores.;Embajadores;2;50;2
42684642;Perfect apartments next to Universidad.;Universidad;1;90;4
42684731;Perfect apartments next to Fuente del Berro.;Fuente del Berro;2;40;3
42686731;Perfect apartments next to Universidad.;Universidad;1;85;2
42687866;Perfect apartments next to San Pascual.;San Pascual;2;25;1
42688760;Perfect apartments next to Valdezarza.;Valdezarza;2;29;1
42688934;Perfect apartments next to Ibiza.;Ibiza;1;105;1
42690572;Perfect apartments next to Palacio.;Palacio;2;34;1
42691216;Perfect apartments next to Palacio.;Palacio;2;31;1
42691576;Perfect apartments next to Timón.;Timón;1;165;1
42691770;Perfect apartments next to Chopera.;Chopera;2;15;2
42692664;Perfect apartments next to Canillejas.;Canillejas;2;75;1
42698401;Perfect apartments next to Goya.;Goya;1;144;1
42698557;Perfect apartments next to Universidad.;Universidad;2;25;1
42698776;Perfect apartments next to Prosperidad.;Prosperidad;1;75;3
42698963;Perfect apartments next to Castillejos.;Castillejos;2;71;1
42699163;Perfect apartments next to Vallehermoso.;Vallehermoso;1;135;5
42700735;Perfect apartments next to Palacio.;Palacio;1;119;2
42701154;Perfect apartments next to Palacio.;Palacio;1;133;2
42701237;Perfect apartments next to Rios Rosas.;Rios Rosas;1;88;31
42701327;Perfect apartments next to Cortes.;Cortes;2;85;2
42701411;Perfect apartments next to Orcasitas.;Orcasitas;1;25;2
42702865;Perfect apartments next to Goya.;Goya;1;105;28
42703942;Perfect apartments next to Goya.;Goya;1;127;28
42704048;Perfect apartments next to Buenavista.;Buenavista;3;52;1
42704130;Perfect apartments next to Palacio.;Palacio;2;31;1
42704219;Perfect apartments next to Buenavista.;Buenavista;1;52;1
42704450;Perfect apartments next to Goya.;Goya;1;167;28
42704529;Perfect apartments next to Rios Rosas.;Rios Rosas;2;105;1
42704580;Perfect apartments next to Vista Alegre.;Vista Alegre;2;18;2
42704635;Perfect apartments next to Palacio.;Palacio;2;21;1
42704696;Perfect apartments next to Aluche.;Aluche;2;20;3
42704893;Perfect apartments next to Palacio.;Palacio;1;175;2
42705298;Perfect apartments next to Cortes.;Cortes;2;79;1
42705469;Perfect apartments next to Cortes.;Cortes;1;100;1
42705944;Perfect apartments next to Cortes.;Cortes;2;75;1
42706050;Perfect apartments next to Cortes.;Cortes;2;100;2
42706143;Perfect apartments next to Cortes.;Cortes;2;80;2
42706164;Perfect apartments next to Castillejos.;Castillejos;1;59;1
42706236;Perfect apartments next to Cortes.;Cortes;2;80;2
42706365;Perfect apartments next to Cortes.;Cortes;2;60;1
42706503;Perfect apartments next to Cortes.;Cortes;2;100;2
42706836;Perfect apartments next to Embajadores.;Embajadores;1;52;2
42706952;Perfect apartments next to Palacio.;Palacio;1;116;1
42707932;Perfect apartments next to Universidad.;Universidad;2;40;2
42708094;Perfect apartments next to Aluche.;Aluche;2;98;1
42713110;Perfect apartments next to Sol.;Sol;2;29;1
42715491;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;2;25;1
42716443;Perfect apartments next to Entrevías.;Entrevías;2;24;1
42726140;Perfect apartments next to Trafalgar.;Trafalgar;2;20;15
42726588;Perfect apartments next to Justicia.;Justicia;1;52;1
42730355;Perfect apartments next to Universidad.;Universidad;1;575;3
42731042;Perfect apartments next to Arapiles.;Arapiles;1;75;28
42731300;Perfect apartments next to San Diego.;San Diego;2;27;1
42733027;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;92;3
42733315;Perfect apartments next to Aluche.;Aluche;2;17;1
42733932;Perfect apartments next to Bellas Vistas.;Bellas Vistas;1;130;2
42734200;Perfect apartments next to Lista.;Lista;1;80;1
42734884;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;81;28
42735096;Perfect apartments next to Quintana.;Quintana;2;50;1
42735826;Perfect apartments next to Justicia.;Justicia;1;92;1
42737414;Perfect apartments next to Justicia.;Justicia;1;60;5
42737910;Perfect apartments next to Embajadores.;Embajadores;1;300;30
42737952;Perfect apartments next to Numancia.;Numancia;2;23;1
42740762;Perfect apartments next to Valdefuentes.;Valdefuentes;1;196;5
42741570;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;2;40;1
42742555;Perfect apartments next to Timón.;Timón;2;36;1
42742748;Perfect apartments next to Recoletos.;Recoletos;1;42;2
42751317;Perfect apartments next to Entrevías.;Entrevías;2;50;1
42751480;Perfect apartments next to Embajadores.;Embajadores;1;40;2
42752490;Perfect apartments next to Palacio.;Palacio;1;103;2
42752559;Perfect apartments next to Embajadores.;Embajadores;2;23;1
42752921;Perfect apartments next to Embajadores.;Embajadores;1;68;2
42755845;Perfect apartments next to Chopera.;Chopera;2;36;1
42756163;Perfect apartments next to Almenara.;Almenara;1;150;1
42760693;Perfect apartments next to Goya.;Goya;1;109;1
42761559;Perfect apartments next to Sol.;Sol;1;175;1
42761588;Perfect apartments next to Sol.;Sol;1;250;1
42761618;Perfect apartments next to Sol.;Sol;1;175;1
42761670;Perfect apartments next to Sol.;Sol;1;150;1
42762183;Perfect apartments next to Embajadores.;Embajadores;1;77;3
42768205;Perfect apartments next to Argüelles.;Argüelles;2;35;2
42769412;Perfect apartments next to Pradolongo.;Pradolongo;2;36;2
42770702;Perfect apartments next to Universidad.;Universidad;2;70;1
42772346;Perfect apartments next to Universidad.;Universidad;1;83;1
42773870;Perfect apartments next to Justicia.;Justicia;1;101;1
42774174;Perfect apartments next to San Cristobal.;San Cristobal;2;25;1
42777791;Perfect apartments next to Puerta Bonita.;Puerta Bonita;1;39;3
42777903;Perfect apartments next to Puerta Bonita.;Puerta Bonita;1;20;3
42777967;Perfect apartments next to Vista Alegre.;Vista Alegre;1;20;3
42778021;Perfect apartments next to Concepción.;Concepción;2;35;1
42780278;Perfect apartments next to Universidad.;Universidad;2;74;2
42780534;Perfect apartments next to Trafalgar.;Trafalgar;2;70;1
42781722;Perfect apartments next to Legazpi.;Legazpi;1;130;3
42783053;Perfect apartments next to Piovera.;Piovera;2;30;1
42783111;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;33;2
42784050;Perfect apartments next to Valverde.;Valverde;2;29;1
42785271;Perfect apartments next to Almagro.;Almagro;2;40;2
42785641;Perfect apartments next to Sol.;Sol;1;58;30
42787010;Perfect apartments next to Arapiles.;Arapiles;2;30;1
42788215;Perfect apartments next to Quintana.;Quintana;2;380;15
42789034;Perfect apartments next to Guindalera.;Guindalera;1;58;2
42790138;Perfect apartments next to Jerónimos.;Jerónimos;2;110;1
42791430;Perfect apartments next to Entrevías.;Entrevías;2;30;1
42793956;Perfect apartments next to Abrantes.;Abrantes;1;39;3
42794021;Perfect apartments next to Puerta Bonita.;Puerta Bonita;1;20;3
42794276;Perfect apartments next to Trafalgar.;Trafalgar;1;71;3
42797596;Perfect apartments next to Puerta Bonita.;Puerta Bonita;2;21;1
42798032;Perfect apartments next to Pacífico.;Pacífico;2;70;1
42798924;Perfect apartments next to Trafalgar.;Trafalgar;1;54;3
42799084;Perfect apartments next to Rios Rosas.;Rios Rosas;1;54;3
42799255;Perfect apartments next to Arapiles.;Arapiles;1;39;3
42801260;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;50;10
42801749;Perfect apartments next to Castellana.;Castellana;2;115;1
42801831;Perfect apartments next to Universidad.;Universidad;1;31;1
42804585;Perfect apartments next to Justicia.;Justicia;1;78;1
42805237;Perfect apartments next to Recoletos.;Recoletos;2;35;1
42806245;Perfect apartments next to Arapiles.;Arapiles;2;35;1
42806655;Perfect apartments next to Trafalgar.;Trafalgar;2;40;1
42808685;Perfect apartments next to Quintana.;Quintana;2;25;1
42808925;Perfect apartments next to Rios Rosas.;Rios Rosas;2;35;3
42808980;Perfect apartments next to Palacio.;Palacio;1;95;1
42809126;Perfect apartments next to Butarque.;Butarque;2;25;1
42812698;Perfect apartments next to Peñagrande.;Peñagrande;2;45;2
42814320;Perfect apartments next to Chopera.;Chopera;2;42;1
42815572;Perfect apartments next to Imperial.;Imperial;2;20;1
42820566;Perfect apartments next to San Juan Bautista.;San Juan Bautista;1;82;2
42822701;Perfect apartments next to Pacífico.;Pacífico;1;106;3
42825391;Perfect apartments next to San Isidro.;San Isidro;2;25;1
42825915;Perfect apartments next to Trafalgar.;Trafalgar;1;461;1
42826677;Perfect apartments next to Los Angeles.;Los Angeles;2;27;1
42830923;Perfect apartments next to Acacias.;Acacias;1;45;1
42831968;Perfect apartments next to Justicia.;Justicia;1;113;4
42833154;Perfect apartments next to San Isidro.;San Isidro;1;60;3
42833310;Perfect apartments next to San Diego.;San Diego;2;39;1
42833953;Perfect apartments next to San Diego.;San Diego;1;50;3
42834608;Perfect apartments next to Ciudad Jardín.;Ciudad Jardín;2;42;1
42836249;Perfect apartments next to Palacio.;Palacio;2;20;3
42837133;Perfect apartments next to Palacio.;Palacio;2;19;3
42837354;Perfect apartments next to Palacio.;Palacio;2;19;3
42838788;Perfect apartments next to Gaztambide.;Gaztambide;1;42;3
42838844;Perfect apartments next to Jerónimos.;Jerónimos;2;20;90
42838966;Perfect apartments next to Gaztambide.;Gaztambide;1;59;3
42839043;Perfect apartments next to Trafalgar.;Trafalgar;1;54;3
42839152;Perfect apartments next to Trafalgar.;Trafalgar;1;55;2
42845471;Perfect apartments next to Palacio.;Palacio;2;20;2
42848322;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;2;52;2
42849377;Perfect apartments next to San Isidro.;San Isidro;2;20;7
42849634;Perfect apartments next to Universidad.;Universidad;2;35;1
42849664;Perfect apartments next to Palacio.;Palacio;1;250;1
42850994;Perfect apartments next to Numancia.;Numancia;1;48;1
42851294;Perfect apartments next to Puerta Bonita.;Puerta Bonita;2;115;1
42851643;Perfect apartments next to Valverde.;Valverde;2;25;2
42853133;Perfect apartments next to Universidad.;Universidad;2;60;1
42854659;Perfect apartments next to Casa de Campo.;Casa de Campo;2;25;1
42855358;Perfect apartments next to Jerónimos.;Jerónimos;2;35;90
42855615;Perfect apartments next to Numancia.;Numancia;1;48;1
42855618;Perfect apartments next to Timón.;Timón;1;96;1
42855880;Perfect apartments next to Pacífico.;Pacífico;2;35;1
42856189;Perfect apartments next to Sol.;Sol;1;43;30
42857006;Perfect apartments next to Trafalgar.;Trafalgar;2;50;1
42858931;Perfect apartments next to Delicias.;Delicias;1;50;1
42862438;Perfect apartments next to Quintana.;Quintana;2;23;2
42868897;Perfect apartments next to Cortes.;Cortes;2;33;60
42869904;Perfect apartments next to Rios Rosas.;Rios Rosas;1;49;31
42870624;Perfect apartments next to Universidad.;Universidad;1;58;1
42871056;Perfect apartments next to Almagro.;Almagro;1;55;2
42873829;Perfect apartments next to San Isidro.;San Isidro;1;40;2
42875615;Perfect apartments next to Vinateros.;Vinateros;1;40;5
42875673;Perfect apartments next to Embajadores.;Embajadores;1;70;1
42875764;Perfect apartments next to Fontarrón.;Fontarrón;1;40;5
42876587;Perfect apartments next to Chopera.;Chopera;1;44;1
42877049;Perfect apartments next to Goya.;Goya;1;42;1
42879233;Perfect apartments next to Aluche.;Aluche;1;49;2
42879584;Perfect apartments next to Delicias.;Delicias;2;35;2
42883986;Perfect apartments next to Embajadores.;Embajadores;1;125;1
42884328;Perfect apartments next to Universidad.;Universidad;1;300;2
42886303;Perfect apartments next to Puerta Bonita.;Puerta Bonita;2;35;1
42886599;Perfect apartments next to Lista.;Lista;2;25;3
42887852;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;1;66;1
42888163;Perfect apartments next to Delicias.;Delicias;2;24;30
42888741;Perfect apartments next to Bellas Vistas.;Bellas Vistas;2;14;5
42891341;Perfect apartments next to Cortes.;Cortes;1;67;7
42894736;Perfect apartments next to Justicia.;Justicia;2;74;2
42898282;Perfect apartments next to Adelfas.;Adelfas;2;20;3
42899111;Perfect apartments next to Comillas.;Comillas;2;35;1
42901642;Perfect apartments next to Opañel.;Opañel;2;35;1
42901661;Perfect apartments next to Prosperidad.;Prosperidad;2;18;30
42901725;Perfect apartments next to Guindalera.;Guindalera;2;35;1
42909605;Perfect apartments next to Buenavista.;Buenavista;2;20;30
42909917;Perfect apartments next to Palacio.;Palacio;1;112;1
42910467;Perfect apartments next to Palacio.;Palacio;1;230;1
42911215;Perfect apartments next to Sol.;Sol;2;52;1
42913724;Perfect apartments next to Concepción.;Concepción;2;40;3
42919438;Perfect apartments next to Palacio.;Palacio;2;25;122
42924455;Perfect apartments next to Embajadores.;Embajadores;1;50;30
42924602;Perfect apartments next to Universidad.;Universidad;1;45;30
42924662;Perfect apartments next to Universidad.;Universidad;1;40;30
42924663;Perfect apartments next to Atocha.;Atocha;1;95;6
42933216;Perfect apartments next to Vista Alegre.;Vista Alegre;2;32;30
42936175;Perfect apartments next to Universidad.;Universidad;1;58;1
42936242;Perfect apartments next to Vista Alegre.;Vista Alegre;2;98;1
42938500;Perfect apartments next to Puerta del Angel.;Puerta del Angel;2;35;1
42940731;Perfect apartments next to Justicia.;Justicia;2;45;1
42947028;Perfect apartments next to Universidad.;Universidad;1;88;3
42947348;Perfect apartments next to Arapiles.;Arapiles;1;52;1
42948064;Perfect apartments next to Casco Histórico de Vicálvaro.;Casco Histórico de Vicálvaro;2;20;1
42949373;Perfect apartments next to San Andrés.;San Andrés;3;9;30
42949940;Perfect apartments next to Casco Histórico de Barajas.;Casco Histórico de Barajas;1;230;2
42963518;Perfect apartments next to Valdeacederas.;Valdeacederas;2;25;3
42965125;Perfect apartments next to Concepción.;Concepción;2;33;1
42968981;Perfect apartments next to Justicia.;Justicia;2;55;2
42971363;Perfect apartments next to Aluche.;Aluche;2;98;1
42973445;Perfect apartments next to Zofío.;Zofío;1;35;3
42973543;Perfect apartments next to Justicia.;Justicia;1;171;1
42973700;Perfect apartments next to Trafalgar.;Trafalgar;1;51;3
42974057;Perfect apartments next to San Diego.;San Diego;1;25;3
42974845;Perfect apartments next to Trafalgar.;Trafalgar;1;60;3
42976178;Perfect apartments next to Ventas.;Ventas;1;48;1
42978044;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;55;3
42979066;Perfect apartments next to Rios Rosas.;Rios Rosas;1;50;3
42979958;Perfect apartments next to Universidad.;Universidad;1;55;3
42981081;Perfect apartments next to Universidad.;Universidad;2;32;3
42985057;Perfect apartments next to Argüelles.;Argüelles;2;45;3
42985218;Perfect apartments next to Argüelles.;Argüelles;1;80;4
42985537;Perfect apartments next to Vista Alegre.;Vista Alegre;1;40;3
42987107;Perfect apartments next to Puerta Bonita.;Puerta Bonita;1;45;3
42987911;Perfect apartments next to Goya.;Goya;2;16;1
42988743;Perfect apartments next to Trafalgar.;Trafalgar;1;71;5
